name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Moondust - Stripped; EP Version,Habits of My Heart,Jaymes Young,3mBCTEzhxcv6jLaxXoOvWs,,,216720,0.556,0.928,0.132,0.00E+00,0.128,0.236,-13.38,0.0457,73.04,6,4,Sad
Touch,Atlas: II,Sleeping At Last,4g2WiijzSKzH8PApKDbadN,,,256300,0.415,0.955,0.104,3.79E-06,0.104,0.18,-11.83,0.0426,82.006,0,3,Sad
Unlearn (with Gracie Abrams),FRIENDS KEEP SECRETS 2,benny blanco,0eT4sEeeudOolC4hivApL9,,,154808,0.505,0.896,0.217,0.00E+00,0.107,0.209,-12.269,0.16,138.199,10,1,Sad
Maybe It Was Me,Maybe It Was Me,Sody,0dlTFvu6sfzEenCh2IAPmu,,,179320,0.457,7.29E-01,0.333,0.00E+00,0.166,0.251,-9.76,0.131,166.463,5,4,Sad
Überall,Instinkt,CÉLINE,1yfH3lBvPoImbq16sQcsxi,,,207355,0.483,0.128,0.543,0,0.161,0.116,-7.404,0.0817,119.861,2,5,Sad
3.00,Our Love,Finding Hope,5HsSsEeP3hU9QSfHZrzbtA,,,201951,0.55,5.63E-01,0.147,1.02E-03,0.286,0.0346,-18.675,0.0404,81.991,0,4,Sad
favorite crime,SOUR,Olivia Rodrigo,5JCoSi02qi3jJeHdZXMmR8,,,152667,0.369,8.66E-01,0.272,0,0.147,0.218,-10.497,0.0364,172.929,9,4,Sad
Coping,Coping,Rosie Darling,6vZ5PQYC2ZNRo9gqhL9RJc,,,190267,0.502,0.613,0.444,0,0.103,0.196,-7.294,0.116,157.604,6,4,Sad
Running On My Mind,The Idea Of Her,Ali Gatie,4CNJ3ybC6SDw4XyXiPycdT,,,156722,0.619,4.64E-01,0.453,0,0.149,0.217,-7.697,0.0264,96.021,5,4,Sad
Someone To Stay,Revival,Vancouver Sleep Clinic,2xlV2CuWgpPyE9e0GquKDN,,,254013,0.436,5.88E-01,0.473,4.35E-05,0.103,0.242,-7.24,0.0307,108.906,1,4,Sad
As Long as You Love Me,As Long as You Love Me,Jaymes Young,0iUy9aYU7FlGnpCk9v5eHl,,,202571,0.368,0.321,0.283,0,0.299,0.151,-11.985,0.0323,98.519,7,4,Sad
Broken,Broken,Jonah Kagen,3JE04xcSOB8zuUzzazuaDj,,,195402,0.495,5.30E-01,0.351,0,0.104,0.237,-11.966,0.0626,83.365,1,4,Sad
A Concert Six Months From Now,A Concert Six Months From Now,FINNEAS,1FaXNkTPTe6k8mCCi6OVbh,,,205287,0.53,0.712,0.232,0.00E+00,0.132,0.268,-10.272,0.0584,138.908,7,3,Sad
Kill Our Way to Heaven,Michl,Michl,6MDA9JR00rgB20dIVqaDe9,,,234930,0.466,0.863,0.448,0.000186,0.255,0.251,-8.73,0.0921,71.426,10,4,Sad
Power,Power,Isak Danielson,7qGzgOQYxfLbQGqZTiVqTl,,,207000,0.375,0.212,0.495,1.08E-06,0.0567,0.173,-6.892,0.048,115.751,1,4,Sad
Arcade,Small Town Boy (Track By Track),Duncan Laurence,1J14CdDAvBTE1AJYUOwl6C,,,185147,0.453,0.827,0.35,0.00122,0.144,0.279,-11.639,0.0425,72.017,9,3,Sad
Champagne & Sunshine,Champagne & Sunshine,PLVTINUM,77U6kcldLRFl9vCfaw11Sr,,,196364,0.607,0.0553,0.522,0.00E+00,0.0909,0.265,-10.028,0.0704,109.961,5,4,Sad
Stoned at the Nail Salon,Stoned at the Nail Salon,Lorde,6oAa31g091sMNe1TKo5LBS,,,266432,0.466,0.947,0.113,7.53E-05,0.0986,0.104,-13.325,0.0414,125.369,2,4,Sad
Sweet Creature,Harry Styles,Harry Styles,5kRPPEWFJIMox5qIkQkiz5,,,224867,0.427,0.746,0.262,0.00E+00,0.068,0.228,-8.541,0.0276,104.085,7,4,Sad
I Need U,Worn Out Heart,yaeow,6tmZRSTEAW90RI8nXsly1f,,,142588,0.402,0.513,0.405,1.67E-02,0.155,0.072,-12.486,0.0713,84.873,9,4,Sad
Moral of the Story,Moral of the Story,Ashe,2nC3QhMI9reBIOWutbU3Tj,,,201084,0.572,0.587,0.406,4.48E-06,0.102,0.265,-8.624,0.0427,119.812,10,4,Sad
We Have It All,We Have It All,Pim Stones,4bd2syoHunggIjewdw8KiA,,,263333,0.556,0.921,0.493,6.09E-05,0.113,0.16,-7.151,0.032,107.984,10,4,Sad
Reason To Stay,"I'm Sorry, I'm Not Sorry",Sody,7wEXKF8ltyhpiGlUfa3RGh,,,188320,0.493,0.884,0.354,0.00E+00,0.12,0.28,-7.311,0.0628,109.603,0,5,Sad
I Can't Fall in Love Without You,So Good,Zara Larsson,4VPXFi4vFTtS9wHe6oMQaT,,,180640,0.485,0.784,0.332,1.22E-04,0.146,0.273,-9.244,0.0338,130.813,4,4,Sad
i don't miss u,songs from 3am,carobae,5WgdCkTa3l9GznpPQaQH6W,,,178896,0.407,0.855,0.292,0,0.117,0.0772,-7.621,0.0773,78.412,3,4,Sad
Hearing,Atlas: II,Sleeping At Last,13Z3uZXTFpbLBZ8R1rTUKO,,,248635,0.207,0.818,0.292,0.942,0.0934,0.11,-11.641,0.0328,141.869,7,4,Sad
Wait for You,Wait for You,Tom Walker,1prpauWvVGDE0xJAvaDRQt,,,172664,0.542,3.94E-01,0.62,0,0.106,0.234,-4.169,0.0343,148.753,1,4,Sad
Ghost Of You,Youngblood (Deluxe),5 Seconds of Summer,1MhXdlCQPnO56T57MfmaRm,,,197411,0.458,9.65E-02,0.561,0,0.156,0.206,-4.819,0.0269,149.875,10,3,Sad
"Girl Crush - Recorded at Metropolis Studios, London",Spotify Singles,Harry Styles,4YutJsNwBBInE8vemufpQ8,,,243805,0.468,0.658,0.197,0.00E+00,0.109,0.249,-11.727,0.033,144.212,4,3,Sad
Fear of the Water,Hurt for Me,SYML,3xn7cwof2Srt3CRjvLfrXa,,,245813,0.46,0.954,0.208,8.82E-01,0.118,0.151,-17.635,0.0302,93.031,7,4,Sad
If I Really Love You,If I Really Love You,Lexi Jayde,3l3lUyNu5zh6H6uByc5Xnr,,,194754,0.498,0.776,0.241,2.51E-05,0.113,0.131,-14.096,0.0324,121.848,0,4,Sad
Beneath Your Beautiful (feat. Emeli Sandé),Electronic Earth (Expanded Edition),Labrinth,2EcsgXlxz99UMDSPg5T8RF,,,271813,0.561,0.227,0.522,0.00E+00,0.104,0.238,-5.857,0.0318,83.962,2,4,Sad
Chemicals,A Place We Knew,Dean Lewis,35AG36QH9ytiNtPyx9xwr8,,,221707,0.551,0.679,0.463,1.30E-06,0.14,0.186,-9.683,0.0391,80.922,11,4,Sad
deja vu,SOUR,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,,,215507,0.442,0.584,0.612,5.70E-06,0.37,0.178,-7.222,0.112,180.917,2,4,Sad
Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,,,215107,0.459,0.604,0.575,0.00E+00,0.0885,0.183,-4.858,0.0573,111.881,3,4,Sad
Tell Me About You (feat. Mishaal),Tell Me About You (feat. Mishaal),Kina,1haZCYSR61JHOAivPNOuQH,,,194400,0.38,0.498,0.292,0.0262,0.126,0.0777,-14.282,0.054,75.572,0,3,Sad
Ontario,Heiress,Novo Amor,1XZPtZVqcOzzxbYIR7MjQw,,,192867,0.409,0.947,0.223,0.0123,0.0635,0.173,-13.886,0.0296,89.877,10,4,Sad
Used to Be,Used to Be,AJ Mitchell,7FjKU2mfpEpvKIbx8naZRk,,,174793,0.471,0.723,0.474,0.00E+00,0.0964,0.262,-6.355,0.0382,120.656,5,4,Sad
All I Want - Live at Vevo,All I Want (Live at Vevo),Olivia Rodrigo,6HGDoEWNbeIyUbJHelPEbZ,,,166000,0.466,0.917,0.239,0,0.0862,0.24,-7.098,0.0599,164.987,0,4,Sad
Astronomy,Astronomy,Conan Gray,0KmgJyW4GDgonqsoyx0CZ3,,,243907,0.471,0.593,0.335,2.11E-05,0.297,0.111,-8.767,0.0273,145.252,4,3,Sad
If you're meant to come back,If you're meant to come back,Justin Jesso,6Nukn6WojFMJN6506TZoGV,,,179354,0.559,0.624,0.335,0.00E+00,0.0717,0.162,-10.262,0.0364,93.017,4,4,Sad
Smother,If You Leave,Daughter,1qFb85QhwOqpnAKh7ahsGQ,,,241467,0.504,9.22E-01,0.139,0.105,0.115,0.109,-16.568,0.0326,125.115,1,4,Sad
Forever,Euphoria (Original Score from the HBO Series),Labrinth,6potEImiklXkwD9qFzpu15,,,202536,0.563,9.20E-01,0.459,0.724,0.11,0.197,-7.781,0.0292,79.983,4,4,Sad
Come Down When You're Ready,Come Down When You're Ready,TENDER,1guFmtftIo1lNcin08glmH,,,251668,0.408,0.568,0.223,0.87,0.116,0.0746,-12.816,0.0281,109.135,7,4,Sad
What Is Love,What Is Love,Jaymes Young,6CIff9z94pPApi2i3k2lq1,,,208673,0.466,0.85,0.278,1.08E-05,0.13,0.123,-10.318,0.0265,98.391,1,5,Sad
Coaster,American Teen,Khalid,39KG4kom3enSx4GTThuDGt,,,199120,0.441,9.35E-01,0.219,0.00E+00,0.115,0.244,-14.586,0.0419,94.021,8,4,Sad
I Belong to You,Philosophy,Jacob Lee,5PmkzIOAlv3PTijatw46H4,,,348577,0.563,0.335,0.497,2.27E-06,0.379,0.144,-7.888,0.0271,118.207,1,4,Sad
suicide,isaac's insects,Isaac Dunbar,0AXgLaqOI5w3uLXh4YOsIJ,,,257000,0.593,0.769,0.479,0.609,0.142,0.256,-9.31,0.0335,97.017,2,4,Sad
Good Without,Good Without,Mimi Webb,15OCqNPYoLziEAsbVnqRj5,,,182121,0.616,0.0723,0.576,0.00E+00,0.375,0.269,-5.495,0.0532,89.962,11,4,Sad
Lose It,Oh Wonder,Oh Wonder,2QgNcjwEn0vGmTommfszQd,,,229935,0.52,0.725,0.329,1.31E-05,0.333,0.171,-9.337,0.0381,87.857,2,4,Sad
Heal,Long Way Down (Deluxe),Tom Odell,4KlL5Bwlm4yHYxr0B2rHci,,,193080,0.445,0.952,0.179,5.60E-04,0.107,0.119,-12.938,0.0396,72.246,1,4,Sad
Can We Kiss Forever?,Can We Kiss Forever?,Kina,58wyJLv6yH1La9NIZPl3ne,,,187932,0.522,0.894,0.128,0.026,0.0941,0.124,-18.717,0.0357,109.986,4,4,Sad
That's Us,Songs I Wrote in My Bedroom,Anson Seabra,7sTDqaGUr9NM8NHQ5SNHi1,,,270462,0.621,0.968,0.108,1.67E-05,0.137,0.204,-15.399,0.0493,129.285,10,4,Sad
Reasons,Reasons,Mimi Webb,4kPV7Tx30Ph0tQ4XrhgYCh,,,162062,0.403,5.09E-01,0.539,0.00E+00,0.103,0.101,-9.997,0.339,178.24,6,4,Sad
I Don't Think I'm Okay,I Don't Think I'm Okay,Bazzi,0PUkanqCGTb6qseXPKOw1F,,,176250,0.445,0.574,0.33,0.00E+00,0.102,0.187,-8.121,0.0429,128.025,9,4,Sad
Medicine,The Wild Youth EP,Daughter,5Zz8mrmVVhOq3iuv8Gh0MX,,,258986,0.215,0.135,0.316,2.44E-01,0.595,0.19,-12.201,0.0297,94.619,3,3,Sad
If This is Love,Safe Haven,Ruth B.,359ofvoEja4de0XjzUL3D5,,,229600,0.279,5.92E-01,0.454,0.00E+00,0.124,0.212,-4.393,0.0339,178.596,6,3,Sad
Jaane Nahin Denge Tujhe,3 Idiots (Original Motion Picture Soundtrack),Shantanu Moitra,3z8PBfnwwaCBKUbWPv6y6w,,,211099,0.347,5.24E-01,0.555,0.00E+00,0.164,0.522,-5.789,0.0612,76.644,1,4,Sad
Toh Zinda Ho Tum,Zindagi Na Milegi Dobara,Shankar-Ehsaan-Loy,3fBi5KGDNeYomxbttVOUQT,,,84614,0.345,5.78E-01,0.624,1.68E-03,0.101,0.514,-8.89,0.0399,81.456,4,5,Sad
Chaar Kadam,Pk,Ajay-Atul,0bYDMpQ94LnF38FiOlc8K9,,,256400,0.388,0.456,0.532,0.00E+00,0.167,0.444,-6.352,0.0414,179.642,8,3,Sad
Ae Mere Humsafar,Qayamat Se Qayamat Tak,Anand-Milind,0dUbhFM18NyBDDpiktEQLk,,,287400,0.436,0.499,0.499,5.01E-05,0.308,0.551,-12.909,0.0356,103.104,7,4,Sad
Subhanallah,Yeh Jawaani Hai Deewani,Pritam,0GQngE2rOYvlKwEQjTAsP8,,,258300,0.302,4.55E-01,0.493,0.00E+00,0.134,0.457,-5.038,0.0451,88.904,9,4,Sad
Neki Ki Raah,Traffic,Mithoon,10nzOHTL5seyDVn8wqR5LN,,,271900,0.412,5.84E-01,0.577,5.58E-05,0.0825,0.382,-6.223,0.0371,112.974,0,4,Sad
Sau Dard,Jaan-E-Mann,Anu Malik,4fSMSedkuqHoWD20H4Wog1,,,345453,0.239,0.518,0.506,0.000457,0.195,0.387,-9.442,0.0332,83.334,10,4,Sad
Chand Chhupa Badal Mein,Hum Dil De Chuke Sanam,Ismail Darbar,6LVYBlYJ4pezcfk7V8Tttk,,,347013,0.402,0.368,0.61,0,0.109,0.463,-9.509,0.141,86.248,11,4,Sad
"Besabriyaan (From ""M.S.Dhoni - The Untold Story"")",2016 Shinning Star - Armaan Malik,Armaan Malik,57ybIjaksLjhwgNNwGkUr1,,,255739,0.338,0.533,0.459,1.33E-05,0.22,0.32,-8.827,0.027,81.203,2,4,Sad
Tera Chehra,Tera Chehra,Adnan Sami,14uXhHNINQqjl2hngD21s9,,,392526,0.646,0.523,0.562,0.0021,0.104,0.488,-9.157,0.0331,100,11,1,Sad
Kalank (Title Track),Kalank,Pritam,6vo7Y1iWyZvpjvFbf6BiZ5,,,311186,0.57,0.524,0.55,3.73E-05,0.0921,0.435,-8.343,0.035,117.999,10,4,Sad
O Saathi,"O Saathi (From ""Baaghi 2"")",Atif Aslam,6fScgF2Y63ScU73nYju0ny,,,251819,0.481,0.588,0.496,0,0.132,0.453,-7.421,0.0262,89.839,8,4,Sad
Chori Kiya Re Jiya,Dabangg,Sajid-Wajid,5CteVMD0U8C9WbAWvrNgkN,,,286720,0.507,0.475,0.585,0.00E+00,0.317,0.449,-5.367,0.0288,132.741,9,4,Sad
Mere Haath Mein,Fanaa,Jatin-Lalit,6oUK2k9OJ0WvmVveyauFB7,,,285858,0.554,0.578,0.606,0.000183,0.11,0.584,-12.312,0.0722,93.922,1,4,Sad
Afreen Afreen,Coke Studio: Season 9,Various Artists,4tTfuSruVfIbN1PgpgmTee,,,400000,0.487,0.71,0.557,0,0.121,0.514,-4.525,0.0376,114.473,8,5,Sad
"Agar Tum Saath Ho (From ""Tamasha"")",Love Forever With Arijit Singh,Arijit Singh,2FCXQHugkoHE1K3tiDu8pu,,,341055,0.562,0.557,0.519,2.68E-04,0.172,0.415,-8.744,0.0326,122.925,3,4,Sad
Nazm Nazm,Bareilly Ki Barfi,Various Artists,1We89SAonMk70QBbfXERxa,,,226941,0.62,0.497,0.627,0.00E+00,0.133,0.557,-6.187,0.0307,82.008,7,4,Sad
Bakhuda Tumhi Ho,Kismat Konnection (Original Motion Picture Soundtrack),Pritam,0h73AwuEY2x44cBMOP58fO,,,292493,0.322,0.633,0.752,0,0.129,0.502,-3.457,0.0422,126.967,2,4,Sad
Do Pal,Veer - Zaara,Madan Mohan,7fyIuR4aaWb6iltlAoSkxF,,,265927,0.247,6.35E-01,0.556,4.36E-04,0.146,0.371,-7.514,0.0376,168.823,11,4,Sad
Apnaa Mujhe Tu Lagaa,1920 Evil Returns,Chirrantan Bhatt,70O5Rpo2B2FB4B5bf68JWw,,,364019,0.47,0.586,0.682,0.00E+00,0.0955,0.499,-3.854,0.0379,159.991,9,4,Sad
Khuda Aur Mohabbat (Original Score),Khuda Aur Mohabbat (Original Score),Rahat Fateh Ali Khan,7r0vc8YhfpwvAwUR4oqqXe,,,363659,0.575,5.78E-01,0.477,4.12E-06,0.1,0.523,-10.89,0.0524,82.066,11,4,Sad
"Maay Bhavani (From ""Tanhaji - The Unsung Warrior"")","Maay Bhavani (From ""Tanhaji - The Unsung Warrior"")",Sukhwinder Singh,4kBlS162jP01b4uFMbGx3A,,,258786,0.483,0.525,0.785,2.64E-05,0.111,0.555,-6.656,0.254,130.017,10,4,Sad
Ae Watan (Female),Raazi,Shankar-Ehsaan-Loy,1qIqGax1IQqJm5H1QxqLcJ,,,211592,0.485,0.602,0.567,0.00E+00,0.202,0.344,-7.821,0.0668,157.459,0,3,Sad
Tere Sang Yaara,Rustom,Various Artists,4BOYIpYF7zTYtAkpjoD687,,,286380,0.539,6.51E-01,0.551,0.00E+00,0.124,0.556,-7.351,0.0361,75.899,8,4,Sad
Khulke Jeene Ka,Dil Bechara (Original Motion Picture Soundtrack),A.R. Rahman,1XFZMenJ30FfGOsj8X5sqf,,,246742,0.676,0.566,0.544,0.00E+00,0.341,0.533,-10.893,0.0568,88.969,7,4,Sad
Tu Bhoola Jise,Airlift,Amaal Mallik,2OwIrzgIzxK2dxn924zD2K,,,271714,0.472,0.493,0.554,0.0181,0.161,0.288,-8.12,0.0325,135.882,2,4,Sad
Khoya Hain,Baahubali - The Beginning,M. M. Keeravani,4hqAJpUuIBHDUpM5LlNZap,,,331947,0.634,4.15E-01,0.596,0.000151,0.0911,0.515,-8.999,0.041,153.947,0,4,Sad
Janam Janam,Dilwale (Original Motion Picture Soundtrack),Pritam,4km0RUkMMFdx8iDuq36o2w,,,237897,0.301,0.602,0.581,0,0.0757,0.235,-7.324,0.0422,132.051,11,3,Sad
Baanali Badalago,Simpallaag Ond Love Story (Original Motion Picture Soundtrack),Bharath B J,2iAReo5L21EcuI5Uh4xsy3,,,288853,0.597,4.79E-01,0.525,0.00E+00,0.132,0.47,-6.663,0.0375,119.954,5,4,Sad
Agar Tum Saath Ho,Tamasha,A.R. Rahman,3hkC9EHFZNQPXrtl8WPHnX,,,341055,0.562,0.557,0.519,2.68E-04,0.172,0.415,-8.744,0.0326,122.925,3,4,Sad
Kun Faya Kun,Rockstar,A.R. Rahman,7F8RNvTQlvbeBLeenycvN6,,,470500,0.362,6.79E-01,0.378,0.00E+00,0.091,0.575,-11.008,0.0329,87.549,1,4,Sad
Jeete Hain Chal,Neerja,Vishal Khurana,7kl1KAzW5O4gOAesaHxiq0,,,248779,0.569,0.652,0.6,6.44E-05,0.124,0.471,-9.917,0.037,92.038,8,4,Sad
Dastaan - E - Om Shanti Om,Om Shanti Om,Vishal-Shekhar,4IPzzBnFrGrlijBWY0JDYB,,,426499,0.552,0.479,0.598,0,0.0806,0.354,-6.052,0.0362,135.951,9,4,Sad
"Main Jahaan Rahoon (From ""Namastey London"")",Namastey London,Himesh Reshammiya,1SPjyXQvDjvPA3hYhHvsO1,,,382493,0.584,0.362,0.556,2.90E-05,0.13,0.517,-8.98,0.0514,103.739,5,4,Sad
Teri Deewani,Kailasa,Kailasa,2iNqdCchlUZEgjJbQyZf8T,,,323520,0.447,0.324,0.6,0,0.0962,0.434,-3.718,0.0332,80.044,4,3,Sad
"Tum Se Hi (From ""Sadak 2"")","Tum Se Hi (From ""Sadak 2"")",Ankit Tiwari,2fwd3t4N8QNy9w7VT1zC97,,,283000,0.555,0.443,0.588,4.40E-06,0.129,0.41,-8.555,0.0384,91.972,10,4,Sad
Jo Bhi Main,Rockstar,A.R. Rahman,2MmAYegcUty1DmG0Gw7AMh,,,273500,0.558,5.80E-01,0.565,1.91E-05,0.125,0.394,-7.561,0.0286,135.986,11,4,Sad
Preet,Khoobsurat,Sneha Khanwalkar,5Br8K1CLLVB7AuuM0t4G7r,,,303673,0.578,0.731,0.561,1.26E-02,0.171,0.529,-7.048,0.0597,167.887,10,4,Sad
Khuda Jaane,Bachna Ae Haseeno,Vishal-Shekhar,0gPgdRfB4jdGrlyXS0Vx78,,,333584,0.382,0.391,0.632,0.000486,0.0922,0.716,-6.393,0.0411,78.936,8,4,Sad
"Surili Akhiyon Wale (From ""Veer"")",Veer,Sajid-Wajid,2RJCustVwESEgBF9WNFi79,,,331758,0.514,4.02E-01,0.574,0.00E+00,0.0965,0.4,-5.788,0.0312,75.89,4,4,Sad
Jogi,Shaadi Mein Zaroor Aana,Various Artists,4GrowvVL3xpUgfnXj6mVRH,,,273189,0.651,0.601,0.562,0.00E+00,0.121,0.607,-5.787,0.0302,81.029,9,4,Sad
Maahi Ve,Highway,A.R. Rahman,1sbW5E7w8tnqpYk0Frx8QG,,,240784,0.604,5.71E-01,0.72,1.18E-05,0.12,0.528,-7.276,0.0603,130.995,5,4,Sad
Taake Jhanke,Queen,Amit Trivedi,6bjYZmUWCJB16wNEeuZ3Tl,,,289984,0.656,0.513,0.558,1.84E-06,0.0953,0.679,-6.783,0.0263,135.915,6,4,Sad
Kadi Te Has Bol,Velo Sound Station EP 1,Various Artists,10ds7gidDqEORLayc77ABS,,,269159,0.658,0.575,0.55,1.85E-06,0.174,0.577,-10.187,0.046,106.961,2,4,Sad
"Yeh Dosti Hum Nahin - Happy Version/From “Sholay Songs And Dialogues, Vol. 1” Soundtrack",Sholay,Various Artists,1estdIIGiVlI7Z7u2Fi8om,,,321507,0.472,0.822,0.56,2.12E-06,0.102,0.585,-10.741,0.035,112.088,7,4,Sad
Shukran Allah,Kurbaan (Original Motion Picture Soundtrack),Salim–Sulaiman,3nKEiJUeaWn8q2O9I1xwlB,,,290053,0.432,7.32E-01,0.695,1.40E-03,0.274,0.513,-8.022,0.111,116.153,1,3,Sad
Tum Ho,Rockstar,A.R. Rahman,7uNnlVit5qDvfOje0pqICF,,,316500,0.356,0.518,0.47,1.00E-05,0.0807,0.167,-8.929,0.0278,93.895,5,4,Sad
Bhaag Milkha Bhaag,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,6cUM4yawhVYPXArGp6eWJe,,,269840,0.696,5.37E-01,0.506,1.07E-06,0.0832,0.612,-8.26,0.0334,129.977,11,4,Sad
Saathiyaa,Singham,Ajay-Atul,1sNCUR5bUvFSQVDYEvsHCU,,,310925,0.548,5.74E-01,0.733,5.29E-06,0.182,0.574,-6.634,0.0654,86.96,2,4,Sad
Montrose Ave,Montrose Ave,Y.V.E. 48,1kFu2TuUmsARXGYc2eYXiC,,,173320,0.692,0.00116,0.585,8.95E-01,0.161,0.667,-6.456,0.0308,121.999,0,4,Happy
Drive (feat. Wes Nelson),Drive (feat. Wes Nelson),Clean Bandit,6eCmK3GQyFuTNWCJHsaF9d,,,179375,0.81,0.0624,0.571,1.63E-06,0.094,0.771,-7.189,0.085,125.994,10,4,Happy
Unbelievable,Unbelievable,Why Don't We,1LHfEkVMR0Yj20C8lWdgpA,,,189385,0.532,0.105,0.66,2.22E-04,0.0996,0.676,-7.138,0.0825,130.013,7,4,Happy
Shade of Yellow,One Foot In Front Of The Other,Griff,2vSq4chJ1DUBjHDrU024AO,,,156963,0.675,0.245,0.562,1.09E-03,0.103,0.655,-5.99,0.0968,79.916,9,1,Happy
I Got You,I Got You,Disciples,5DF2KFDVeC7wF5CXipl9WN,,,210732,0.711,1.45E-01,0.876,0.00E+00,0.116,0.706,-4.144,0.0551,122.969,5,4,Happy
Share That Love (feat. G-Eazy),Share That Love (feat. G-Eazy),Lukas Graham,44l9nnCVvOQBbWG6tDViKl,,,172399,0.715,0.162,0.658,0.00E+00,0.0742,0.795,-4.304,0.106,158.024,11,4,Happy
Came Here for Love,Brighter Days,Sigala,0mGJTKRIuCOJtiT4YkJHiv,,,203387,0.698,0.0223,0.869,0,0.121,0.715,-3.294,0.0467,125.007,6,4,Happy
Buena Suerte,MUNAY,Pedro Capó,4fAlzlBojsx7aA9llmidAN,,,174917,0.692,0.231,0.814,0,0.0626,0.789,-3.863,0.173,176.035,6,4,Happy
My Mind,My Mind,Saco,1MIa3QhcVfAivMnEnc46YX,,,166957,0.663,0.495,0.748,4.35E-06,0.325,0.704,-7.064,0.075,115,0,3,Happy
Too Hot,Too Hot,Jason Derulo,29QrzCnJ8r5aPamLBADZLx,,,158053,0.751,0.0678,0.856,0.00E+00,0.201,0.836,-3.225,0.0722,95.026,7,4,Happy
Rather Be You,Heaven In A World So Cold,Tom Gregory,1My8oKezaFe1yuwowQKHuy,,,172613,0.74,0.164,0.706,0.00E+00,0.163,0.636,-4.5,0.0378,89.016,0,4,Happy
Tear Me Down (feat. Philip Rustad),Tear Me Down (feat. Philip Rustad),Davai,71UYuIZf0TeXAjyy72COVr,,,184500,0.72,0.263,0.817,0.00E+00,0.103,0.703,-4.344,0.109,100.02,11,4,Happy
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,,,166028,0.734,0.168,0.874,1.14E-05,0.0489,0.905,-3.158,0.0662,122.953,8,4,Happy
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,6FuGJB290AQMAHTfjOYVaK,,,192745,0.721,0.151,0.745,1.24E-06,0.372,0.699,-3.508,0.0366,90.988,7,4,Happy
Carbon (Le Boeuf Remix),Carbon (Le Boeuf Remix),Mark Mendy,4OXRD2W11HBpCtcOXJkGp1,,,149508,0.78,0.0622,0.773,0.00101,0.2,0.691,-5.296,0.0717,122.032,0,4,Happy
One Touch,Always in Between (Deluxe),Jess Glynne,3eS1VMcEmq2IUgpaeDysCb,,,197876,0.686,0.329,0.693,0.00E+00,0.136,0.699,-6.245,0.131,124.206,0,4,Happy
Every Breath You Take,Every Breath You Take,Deep Chills,3pIpa33ZYgL6ZEkpBRA8BF,,,198058,0.78,0.249,0.573,2.45E-01,0.18,0.671,-8.545,0.038,119.973,0,4,Happy
About You,About You,KREAM,0mSxHkAKB6JR8Y3IX20H3n,,,159400,0.711,0.00116,0.82,0.48,0.302,0.733,-6.171,0.0477,124.983,8,4,Happy
We Got Love,We Got Love,Sigala,35mMXfym6C9VOTUVrcKKZp,,,213041,0.722,2.05E-02,0.812,2.51E-05,0.131,0.657,-3.352,0.0924,124.909,9,4,Happy
It Wasn't Me,It Wasn't Me,Charming Horses,18GfSKA083NVjsFqVhpzM8,,,132893,0.817,0.0555,0.863,0.00E+00,0.348,0.84,-4.494,0.08,121.01,0,4,Happy
Black Hole,One Foot In Front Of The Other,Griff,0vnKE8ukNmF641XhnEyZJD,,,200524,0.878,1.42E-01,0.64,0.00E+00,0.0981,0.658,-5.641,0.0591,124.069,0,4,Happy
Your Favourite Song,Your Favourite Song,Younotus,0zLUpjbLTYWwFsZnjecYkG,,,173587,0.902,0.0749,0.81,1.22E-03,0.276,0.839,-4.442,0.0447,121.029,7,4,Happy
Some Say - Felix Jaehn Remix,Some Say (Felix Jaehn Remix),Nea,7C1trmcQQ5n5RNy4l6ziCv,,,186878,0.682,0.406,0.7,0.00E+00,0.174,0.637,-5.591,0.0397,120.03,6,4,Happy
LaLaLife,LaLaLife,David Puentez,65wtR5L5oqoTD1FRqa5Mnp,,,158773,0.777,1.88E-01,0.723,0.00E+00,0.0931,0.742,-5.818,0.214,124.031,1,4,Happy
Everybody Is Around,Everybody Is Around,Horizon Blue,2a8KatscCZ707Or8G3DcPP,,,148800,0.663,0.182,0.749,0.00E+00,0.577,0.621,-6.232,0.0339,125.034,1,3,Happy
Take Me Home,Take Me Home,Saco,4Mg3YzlEp93OhGQol4VqXL,,,171578,0.746,0.579,0.747,0.000197,0.124,0.668,-8.217,0.0353,113.932,11,4,Happy
Coastin’,Coastin’,Victoria Monét,1IjeGPU5hqHlJpm00zObN7,,,175319,0.807,2.64E-02,0.481,1.28E-06,0.112,0.748,-7.362,0.0713,91.005,8,4,Happy
